---------------------------------------------------------------------------------------------------------------
Report log for 05-01-2017 for Unit ID 705392
---------------------------------------------------------------------------------------------------------------
000: ? 2017/01/05 11:48:34, (0x09)U2H.MANEUVER -  Trip start (1), Strength:0, SSN: 1, MSN: 1, Max X:0, Max Y:0, Avg. Voltage Off:0, Start Speed:0, Start Reason:UNKNOWN [10], Min Voltage at sleep:0
000: ? 2017/06/27 19:20:09, (0x09)U2H.MANEUVER -  Accelerating (21), Strength:3, SSN: 91, MSN: 4, Max X:60, Max Y:24, Max Z:0, Start Speed:10, End Speed:11, Timer:2818
000: ? 2017/06/27 19:22:38, (0x09)U2H.MANEUVER -  Braking into turn (37), Strength:1, SSN: 91, MSN: 5, Max X:-8, Max Y:-24, Max Z:0, Start Speed:3, End Speed:3, Timer:1697
000: ? 2017/06/27 19:22:44, (0x09)U2H.MANEUVER -  Accelerate into turn (23), Strength:3, SSN: 91, MSN: 6, Max X:20, Max Y:26, Max Z:0, Start Speed:3, End Speed:5, Timer:2707
000: ? 2017/06/27 19:23:50, (0x09)U2H.MANEUVER -  Accelerate while in turn (43), Strength:1, SSN: 91, MSN: 8, Max X:5, Max Y:-21, Max Z:0, Start Speed:2, End Speed:4, Timer:1801
000: ? 2017/06/27 19:24:10, (0x09)U2H.MANEUVER -  Trip end (2), End Reason: Out of Cradle [8], SSN: 91, MSN: 9, Valid GPS Samples:301, Max Y:0, Avg. Voltage On:0, No Motion Timer:180, Distance: 4, Max Voltage:0
000: ? 2017/06/27 20:07:01, (0x09)U2H.MANEUVER -  Trip start (1), Strength:0, SSN: 92, MSN: 1, Max X:0, Max Y:0, Avg. Voltage Off:0, Start Speed:0, Start Reason:UNKNOWN [10], Min Voltage at sleep:0
000: ? 2017/06/27 20:10:57, (0x09)U2H.MANEUVER -  Trip end (2), End Reason: Out of Cradle [8], SSN: 92, MSN: 2, Valid GPS Samples:168, Max Y:0, Avg. Voltage On:0, No Motion Timer:180, Distance: 2, Max Voltage:0
---------------------------------------------------------------------------------------------------------------
---------------------------------------------------------------------------------------------------------------
Report log for 28-06-2017 for Unit ID 705392
---------------------------------------------------------------------------------------------------------------
---------------------------------------------------------------------------------------------------------------
---------------------------------------------------------------------------------------------------------------
Report log for 29-06-2017 for Unit ID 705392
---------------------------------------------------------------------------------------------------------------
000: ? 2017/06/29 16:34:20, (0x09)U2H.MANEUVER -  Trip start (1), Strength:0, SSN: 93, MSN: 1, Max X:0, Max Y:0, Avg. Voltage Off:0, Start Speed:0, Start Reason:UNKNOWN [10], Min Voltage at sleep:0
000: ? 2017/06/29 16:38:38, (0x09)U2H.MANEUVER -  Sudden brake in turn (49), Strength:1, SSN: 93, MSN: 2, Max X:-18, Max Y:-14, Max Z:0, Start Speed:34, End Speed:13, Timer:2095
000: ? 2017/06/29 16:39:15, (0x09)U2H.MANEUVER -  Accelerate while in turn (43), Strength:3, SSN: 93, MSN: 3, Max X:13, Max Y:-36, Max Z:0, Start Speed:0, End Speed:28, Timer:2880
000: ? 2017/06/29 16:40:05, (0x09)U2H.MANEUVER -  Braking (19), Strength:3, SSN: 93, MSN: 4, Max X:-35, Max Y:6, Max Z:0, Start Speed:56, End Speed:43, Timer:1200
000: ? 2017/06/29 16:40:11, (0x09)U2H.MANEUVER -  Braking (19), Strength:3, SSN: 93, MSN: 5, Max X:-42, Max Y:0, Max Z:0, Start Speed:38, End Speed:2, Timer:4399
000: ? 2017/06/29 16:40:47, (0x09)U2H.MANEUVER -  Turning (53), Strength:3, SSN: 93, MSN: 6, Max X:1, Max Y:36, Max Z:0, Start Speed:27, End Speed:28, Timer:2601
000: ? 2017/06/29 16:42:35, (0x09)U2H.MANEUVER -  Braking while exiting turn (75), Strength:3, SSN: 93, MSN: 7, Max X:-10, Max Y:42, Max Z:0, Start Speed:44, End Speed:35, Timer:2286
000: ? 2017/06/29 16:51:46, (0x09)U2H.MANEUVER -  Trip end (2), End Reason: Out of Cradle [8], SSN: 93, MSN: 9, Valid GPS Samples:1041, Max Y:0, Avg. Voltage On:0, No Motion Timer:180, Distance: 72, Max Voltage:0
000: ? 2017/06/29 16:51:46, (0x09)U2H.MANEUVER -  Trip end (2), End Reason: Out of Cradle [8], SSN: 93, MSN: 9, Valid GPS Samples:1041, Max Y:0, Avg. Voltage On:0, No Motion Timer:180, Distance: 72, Max Voltage:0
000: ? 2017/06/29 17:38:16, (0x09)U2H.MANEUVER -  Trip start (1), Strength:0, SSN: 94, MSN: 1, Max X:0, Max Y:0, Avg. Voltage Off:0, Start Speed:0, Start Reason:UNKNOWN [10], Min Voltage at sleep:0
000: ? 2017/06/29 17:39:33, (0x09)U2H.MANEUVER -  Braking into turn (37), Strength:3, SSN: 94, MSN: 2, Max X:-31, Max Y:-31, Max Z:0, Start Speed:15, End Speed:10, Timer:1201
000: ? 2017/06/29 17:41:33, (0x09)U2H.MANEUVER -  Accelerate into turn (25), Strength:1, SSN: 94, MSN: 3, Max X:12, Max Y:-27, Max Z:0, Start Speed:18, End Speed:26, Timer:2320
000: ? 2017/06/29 17:43:18, (0x09)U2H.MANEUVER -  Braking (19), Strength:1, SSN: 94, MSN: 4, Max X:-32, Max Y:0, Max Z:0, Start Speed:55, End Speed:33, Timer:1960
000: ? 2017/06/29 17:47:03, (0x09)U2H.MANEUVER -  Accelerate while exiting turn (69), Strength:1, SSN: 94, MSN: 5, Max X:9, Max Y:29, Max Z:0, Start Speed:25, End Speed:32, Timer:1525
000: ? 2017/06/29 17:47:58, (0x09)U2H.MANEUVER -  Braking (19), Strength:1, SSN: 94, MSN: 6, Max X:-23, Max Y:1, Max Z:0, Start Speed:19, End Speed:5, Timer:1755
000: ? 2017/06/29 17:49:15, (0x09)U2H.MANEUVER -  Accelerate while exiting turn (71), Strength:1, SSN: 94, MSN: 7, Max X:13, Max Y:-30, Max Z:0, Start Speed:17, End Speed:26, Timer:1679
000: ? 2017/06/29 17:50:12, (0x09)U2H.MANEUVER -  Braking (19), Strength:3, SSN: 94, MSN: 8, Max X:-58, Max Y:0, Max Z:0, Start Speed:31, End Speed:25, Timer:1600
000: ? 2017/06/29 17:50:15, (0x09)U2H.MANEUVER -  Sudden brake in turn (50), Strength:3, SSN: 94, MSN: 9, Max X:-27, Max Y:21, Max Z:0, Start Speed:25, End Speed:16, Timer:1320
000: ? 2017/06/29 17:50:20, (0x09)U2H.MANEUVER -  Accelerate while in turn (41), Strength:1, SSN: 94, MSN: 10, Max X:8, Max Y:28, Max Z:0, Start Speed:15, End Speed:20, Timer:2644
000: ? 2017/06/29 17:50:44, (0x09)U2H.MANEUVER -  Braking into turn (35), Strength:3, SSN: 94, MSN: 11, Max X:-30, Max Y:19, Max Z:0, Start Speed:29, End Speed:11, Timer:2040
000: ? 2017/06/29 17:54:03, (0x09)U2H.MANEUVER -  Trip end (2), End Reason: Out of Cradle [8], SSN: 94, MSN: 12, Valid GPS Samples:827, Max Y:0, Avg. Voltage On:0, No Motion Timer:180, Distance: 64, Max Voltage:0
000: ? 2017/06/29 18:19:47, (0x09)U2H.MANEUVER -  Trip start (1), Strength:0, SSN: 95, MSN: 1, Max X:0, Max Y:0, Avg. Voltage Off:0, Start Speed:0, Start Reason:UNKNOWN [10], Min Voltage at sleep:0
000: ? 2017/06/29 18:19:50, (0x09)U2H.MANEUVER -  Accelerate while in turn (43), Strength:1, SSN: 95, MSN: 2, Max X:14, Max Y:-19, Max Z:0, Start Speed:16, End Speed:23, Timer:1161
000: ? 2017/06/29 18:21:19, (0x09)U2H.MANEUVER -  Turning (55), Strength:3, SSN: 95, MSN: 3, Max X:9, Max Y:-41, Max Z:0, Start Speed:17, End Speed:21, Timer:3280
000: ? 2017/06/29 18:22:50, (0x09)U2H.MANEUVER -  Braking (19), Strength:1, SSN: 95, MSN: 4, Max X:-32, Max Y:-7, Max Z:0, Start Speed:39, End Speed:23, Timer:1680
000: ? 2017/06/29 18:23:04, (0x09)U2H.MANEUVER -  Accelerate into turn (23), Strength:3, SSN: 95, MSN: 5, Max X:11, Max Y:32, Max Z:0, Start Speed:25, End Speed:34, Timer:4201
000: ? 2017/06/29 18:24:38, (0x09)U2H.MANEUVER -  Braking (19), Strength:1, SSN: 95, MSN: 6, Max X:-24, Max Y:4, Max Z:0, Start Speed:44, End Speed:19, Timer:2560
000: ? 2017/06/29 18:29:05, (0x09)U2H.MANEUVER -  Braking (19), Strength:1, SSN: 95, MSN: 7, Max X:-22, Max Y:3, Max Z:0, Start Speed:54, End Speed:39, Timer:2565
000: ? 2017/06/29 18:33:34, (0x09)U2H.MANEUVER -  Trip end (2), End Reason: Out of Cradle [8], SSN: 95, MSN: 8, Valid GPS Samples:821, Max Y:0, Avg. Voltage On:0, No Motion Timer:180, Distance: 81, Max Voltage:0
000: ? 2017/06/29 18:49:02, (0x09)U2H.MANEUVER -  Trip start (1), Strength:0, SSN: 96, MSN: 1, Max X:0, Max Y:0, Avg. Voltage Off:0, Start Speed:0, Start Reason:UNKNOWN [10], Min Voltage at sleep:0
000: ? 2017/06/29 18:52:50, (0x09)U2H.MANEUVER -  Braking (19), Strength:1, SSN: 96, MSN: 2, Max X:-29, Max Y:-6, Max Z:0, Start Speed:71, End Speed:65, Timer:3199
000: ? 2017/06/29 19:20:45, (0x09)U2H.MANEUVER -  Braking (19), Strength:1, SSN: 96, MSN: 3, Max X:-24, Max Y:0, Max Z:0, Start Speed:76, End Speed:62, Timer:987
000: ? 2017/06/29 19:20:49, (0x09)U2H.MANEUVER -  Braking (19), Strength:3, SSN: 96, MSN: 4, Max X:-38, Max Y:15, Max Z:0, Start Speed:62, End Speed:46, Timer:3199
000: ? 2017/06/29 19:20:56, (0x09)U2H.MANEUVER -  Turning (55), Strength:3, SSN: 96, MSN: 5, Max X:2, Max Y:-38, Max Z:0, Start Speed:19, End Speed:20, Timer:2120
000: ? 2017/06/29 19:21:00, (0x09)U2H.MANEUVER -  Turning (55), Strength:3, SSN: 96, MSN: 6, Max X:11, Max Y:-47, Max Z:0, Start Speed:20, End Speed:28, Timer:3681
000: ? 2017/06/29 19:21:18, (0x09)U2H.MANEUVER -  Accelerate while in turn (43), Strength:3, SSN: 96, MSN: 7, Max X:12, Max Y:-38, Max Z:0, Start Speed:26, End Speed:33, Timer:2653
000: ? 2017/06/29 19:21:21, (0x09)U2H.MANEUVER -  Accelerate while in turn (41), Strength:1, SSN: 96, MSN: 8, Max X:10, Max Y:22, Max Z:0, Start Speed:33, End Speed:38, Timer:1278
000: ? 2017/06/29 19:22:34, (0x09)U2H.MANEUVER -  Accelerate while in turn (41), Strength:1, SSN: 96, MSN: 9, Max X:11, Max Y:25, Max Z:0, Start Speed:27, End Speed:31, Timer:1760
000: ? 2017/06/29 19:23:51, (0x09)U2H.MANEUVER -  Sudden brake in turn (49), Strength:1, SSN: 96, MSN: 10, Max X:-16, Max Y:-26, Max Z:0, Start Speed:21, End Speed:17, Timer:1600
000: ? 2017/06/29 19:23:56, (0x09)U2H.MANEUVER -  Turning (55), Strength:1, SSN: 96, MSN: 11, Max X:0, Max Y:-31, Max Z:0, Start Speed:17, End Speed:17, Timer:3519
000: ? 2017/06/29 19:28:30, (0x09)U2H.MANEUVER -  Trip end (2), End Reason: Out of Cradle [8], SSN: 96, MSN: 12, Valid GPS Samples:2345, Max Y:0, Avg. Voltage On:0, No Motion Timer:180, Distance: 420, Max Voltage:0
000: ? 2017/06/29 22:00:41, (0x09)U2H.MANEUVER -  Trip start (1), Strength:0, SSN: 97, MSN: 1, Max X:0, Max Y:0, Avg. Voltage Off:0, Start Speed:0, Start Reason:UNKNOWN [10], Min Voltage at sleep:0
000: ? 2017/06/29 22:03:56, (0x09)U2H.MANEUVER -  Braking (19), Strength:1, SSN: 97, MSN: 2, Max X:-30, Max Y:-1, Max Z:0, Start Speed:55, End Speed:45, Timer:2521
000: ? 2017/06/29 22:04:03, (0x09)U2H.MANEUVER -  Accelerate while in turn (41), Strength:1, SSN: 97, MSN: 3, Max X:9, Max Y:25, Max Z:0, Start Speed:22, End Speed:27, Timer:1800
000: ? 2017/06/29 22:39:29, (0x09)U2H.MANEUVER -  Turning (55), Strength:3, SSN: 97, MSN: 4, Max X:-1, Max Y:-47, Max Z:0, Start Speed:21, End Speed:20, Timer:3200
000: ? 2017/06/29 22:49:02, (0x09)U2H.MANEUVER -  Braking (19), Strength:3, SSN: 97, MSN: 5, Max X:-70, Max Y:-30, Max Z:0, Start Speed:25, End Speed:20, Timer:1640
000: ? 2017/06/29 22:49:21, (0x09)U2H.MANEUVER -  Accelerate into turn (25), Strength:1, SSN: 97, MSN: 6, Max X:15, Max Y:-21, Max Z:0, Start Speed:12, End Speed:16, Timer:2775
000: ? 2017/06/29 22:54:48, (0x09)U2H.MANEUVER -  Turning (55), Strength:1, SSN: 97, MSN: 7, Max X:1, Max Y:-21, Max Z:0, Start Speed:18, End Speed:19, Timer:1240
000: ? 2017/06/29 22:56:19, (0x09)U2H.MANEUVER -  Accelerate while in turn (41), Strength:1, SSN: 97, MSN: 8, Max X:12, Max Y:25, Max Z:0, Start Speed:16, End Speed:18, Timer:1244
000: ? 2017/06/29 23:00:55, (0x09)U2H.MANEUVER -  Trip end (2), End Reason: Out of Cradle [8], SSN: 97, MSN: 9, Valid GPS Samples:3392, Max Y:0, Avg. Voltage On:0, No Motion Timer:180, Distance: 504, Max Voltage:0
---------------------------------------------------------------------------------------------------------------
---------------------------------------------------------------------------------------------------------------
Report log for 30-06-2017 for Unit ID 705392
---------------------------------------------------------------------------------------------------------------
000: ? 2017/06/30 15:24:07, (0x09)U2H.MANEUVER -  Trip start (1), Strength:0, SSN: 98, MSN: 1, Max X:0, Max Y:0, Avg. Voltage Off:0, Start Speed:0, Start Reason:UNKNOWN [10], Min Voltage at sleep:0
000: ? 2017/06/30 15:24:35, (0x09)U2H.MANEUVER -  Turning (55), Strength:1, SSN: 98, MSN: 2, Max X:-1, Max Y:-29, Max Z:0, Start Speed:21, End Speed:20, Timer:1601
000: ? 2017/06/30 15:28:35, (0x09)U2H.MANEUVER -  Trip end (2), End Reason: Out of Cradle [8], SSN: 98, MSN: 3, Valid GPS Samples:213, Max Y:0, Avg. Voltage On:0, No Motion Timer:180, Distance: 7, Max Voltage:0
000: ? 2017/06/30 15:31:25, (0x09)U2H.MANEUVER -  Trip start (1), Strength:0, SSN: 99, MSN: 1, Max X:0, Max Y:0, Avg. Voltage Off:0, Start Speed:0, Start Reason:UNKNOWN [10], Min Voltage at sleep:0
000: ? 2017/06/30 15:33:50, (0x09)U2H.MANEUVER -  Braking (19), Strength:1, SSN: 99, MSN: 2, Max X:-27, Max Y:7, Max Z:0, Start Speed:33, End Speed:17, Timer:880
000: ? 2017/06/30 15:35:22, (0x09)U2H.MANEUVER -  Accelerate while exiting turn (71), Strength:1, SSN: 99, MSN: 3, Max X:11, Max Y:-27, Max Z:0, Start Speed:22, End Speed:31, Timer:1281
000: ? 2017/06/30 15:36:17, (0x09)U2H.MANEUVER -  Braking (19), Strength:1, SSN: 99, MSN: 4, Max X:-33, Max Y:-1, Max Z:0, Start Speed:41, End Speed:7, Timer:3600
000: ? 2017/06/30 15:36:55, (0x09)U2H.MANEUVER -  Braking (19), Strength:3, SSN: 99, MSN: 5, Max X:-59, Max Y:-4, Max Z:0, Start Speed:60, End Speed:2, Timer:4559
000: ? 2017/06/30 15:38:20, (0x09)U2H.MANEUVER -  Braking into turn (35), Strength:1, SSN: 99, MSN: 6, Max X:-21, Max Y:17, Max Z:0, Start Speed:32, End Speed:15, Timer:2599
000: ? 2017/06/30 15:53:11, (0x09)U2H.MANEUVER -  Trip end (2), End Reason: Out of Cradle [8], SSN: 99, MSN: 7, Valid GPS Samples:1304, Max Y:0, Avg. Voltage On:0, No Motion Timer:180, Distance: 37, Max Voltage:0
000: ? 2017/06/30 16:37:17, (0x09)U2H.MANEUVER -  Trip start (1), Strength:0, SSN: 100, MSN: 1, Max X:0, Max Y:0, Avg. Voltage Off:0, Start Speed:0, Start Reason:UNKNOWN [10], Min Voltage at sleep:0
000: ? 2017/06/30 16:40:24, (0x09)U2H.MANEUVER -  Braking (19), Strength:1, SSN: 100, MSN: 2, Max X:-21, Max Y:1, Max Z:0, Start Speed:38, End Speed:32, Timer:1079
000: ? 2017/06/30 16:40:28, (0x09)U2H.MANEUVER -  Braking (19), Strength:1, SSN: 100, MSN: 3, Max X:-26, Max Y:0, Max Z:0, Start Speed:32, End Speed:6, Timer:2533
000: ? 2017/06/30 16:43:28, (0x09)U2H.MANEUVER -  Accelerate while in turn (43), Strength:1, SSN: 100, MSN: 4, Max X:12, Max Y:-19, Max Z:0, Start Speed:24, End Speed:32, Timer:1280
000: ? 2017/06/30 16:44:56, (0x09)U2H.MANEUVER -  Accelerate while exiting turn (69), Strength:1, SSN: 100, MSN: 5, Max X:6, Max Y:24, Max Z:0, Start Speed:15, End Speed:17, Timer:1160
000: ? 2017/06/30 16:44:56, (0x09)U2H.MANEUVER -  Accelerate while exiting turn (69), Strength:1, SSN: 100, MSN: 5, Max X:6, Max Y:24, Max Z:0, Start Speed:15, End Speed:17, Timer:1160
000: ? 2017/06/30 16:51:29, (0x09)U2H.MANEUVER -  Trip end (2), End Reason: Out of Cradle [8], SSN: 100, MSN: 6, Valid GPS Samples:687, Max Y:0, Avg. Voltage On:0, No Motion Timer:180, Distance: 42, Max Voltage:0
---------------------------------------------------------------------------------------------------------------
---------------------------------------------------------------------------------------------------------------
Report log for 01-07-2017 for Unit ID 705392
---------------------------------------------------------------------------------------------------------------
000: ? 2017/07/01 07:29:58, (0x09)U2H.MANEUVER -  Trip start (1), Strength:0, SSN: 101, MSN: 1, Max X:0, Max Y:0, Avg. Voltage Off:0, Start Speed:0, Start Reason:UNKNOWN [10], Min Voltage at sleep:0
000: ? 2017/07/01 07:33:00, (0x09)U2H.MANEUVER -  Trip end (2), End Reason: Out of Cradle [8], SSN: 101, MSN: 2, Valid GPS Samples:182, Max Y:0, Avg. Voltage On:0, No Motion Timer:180, Distance: 1, Max Voltage:0
000: ? 2017/07/01 07:51:03, (0x09)U2H.MANEUVER -  Trip start (1), Strength:0, SSN: 102, MSN: 1, Max X:0, Max Y:0, Avg. Voltage Off:0, Start Speed:0, Start Reason:UNKNOWN [10], Min Voltage at sleep:0
000: ? 2017/07/01 07:54:05, (0x09)U2H.MANEUVER -  Trip end (2), End Reason: Out of Cradle [8], SSN: 102, MSN: 2, Valid GPS Samples:179, Max Y:0, Avg. Voltage On:0, No Motion Timer:180, Distance: 1, Max Voltage:0
000: ? 2017/07/01 07:57:18, (0x09)U2H.MANEUVER -  Trip start (1), Strength:0, SSN: 103, MSN: 1, Max X:0, Max Y:0, Avg. Voltage Off:0, Start Speed:0, Start Reason:UNKNOWN [10], Min Voltage at sleep:0
000: ? 2017/07/01 07:57:50, (0x09)U2H.MANEUVER -  Turning (53), Strength:3, SSN: 103, MSN: 2, Max X:-3, Max Y:35, Max Z:0, Start Speed:21, End Speed:20, Timer:2880
000: ? 2017/07/01 07:59:22, (0x09)U2H.MANEUVER -  Accelerate while exiting turn (71), Strength:3, SSN: 103, MSN: 4, Max X:11, Max Y:-33, Max Z:0, Start Speed:16, End Speed:28, Timer:3920
000: ? 2017/07/01 08:05:13, (0x09)U2H.MANEUVER -  Trip end (2), End Reason: Out of Cradle [8], SSN: 103, MSN: 5, Valid GPS Samples:230, Max Y:0, Avg. Voltage On:0, No Motion Timer:180, Distance: 36, Max Voltage:0
000: ? 2017/07/01 08:14:42, (0x09)U2H.MANEUVER -  Trip start (1), Strength:0, SSN: 104, MSN: 1, Max X:0, Max Y:0, Avg. Voltage Off:0, Start Speed:0, Start Reason:UNKNOWN [10], Min Voltage at sleep:0
000: ? 2017/07/01 08:18:46, (0x09)U2H.MANEUVER -  Accelerating (21), Strength:3, SSN: 104, MSN: 2, Max X:35, Max Y:-2, Max Z:0, Start Speed:76, End Speed:85, Timer:1481
000: ? 2017/07/01 08:18:56, (0x09)U2H.MANEUVER -  Braking into turn (35), Strength:3, SSN: 104, MSN: 3, Max X:-31, Max Y:22, Max Z:0, Start Speed:70, End Speed:22, Timer:4570
000: ? 2017/07/01 08:19:52, (0x09)U2H.MANEUVER -  Turning (55), Strength:3, SSN: 104, MSN: 4, Max X:7, Max Y:-38, Max Z:0, Start Speed:27, End Speed:30, Timer:1719
000: ? 2017/07/01 08:20:32, (0x09)U2H.MANEUVER -  Braking (19), Strength:1, SSN: 104, MSN: 5, Max X:-26, Max Y:-12, Max Z:0, Start Speed:53, End Speed:40, Timer:841
000: ? 2017/07/01 08:21:21, (0x09)U2H.MANEUVER -  Braking (19), Strength:1, SSN: 104, MSN: 6, Max X:-23, Max Y:-1, Max Z:0, Start Speed:46, End Speed:24, Timer:3319
000: ? 2017/07/01 08:21:36, (0x09)U2H.MANEUVER -  Braking into turn (37), Strength:1, SSN: 104, MSN: 7, Max X:-15, Max Y:-23, Max Z:0, Start Speed:24, End Speed:16, Timer:1520
000: ? 2017/07/01 08:21:57, (0x09)U2H.MANEUVER -  Braking into turn (37), Strength:1, SSN: 104, MSN: 8, Max X:-27, Max Y:-15, Max Z:0, Start Speed:19, End Speed:8, Timer:1480
000: ? 2017/07/01 08:24:57, (0x09)U2H.MANEUVER -  Trip end (2), End Reason: Out of Cradle [8], SSN: 104, MSN: 9, Valid GPS Samples:594, Max Y:0, Avg. Voltage On:0, No Motion Timer:181, Distance: 67, Max Voltage:0
000: ? 2017/07/01 11:17:59, (0x09)U2H.MANEUVER -  Trip start (1), Strength:0, SSN: 105, MSN: 1, Max X:0, Max Y:0, Avg. Voltage Off:0, Start Speed:0, Start Reason:UNKNOWN [10], Min Voltage at sleep:0
000: ? 2017/07/01 11:18:30, (0x09)U2H.MANEUVER -  Turning (55), Strength:3, SSN: 105, MSN: 2, Max X:-9, Max Y:-56, Max Z:0, Start Speed:21, End Speed:17, Timer:4079
000: ? 2017/07/01 11:19:33, (0x09)U2H.MANEUVER -  Turning (55), Strength:3, SSN: 105, MSN: 3, Max X:-5, Max Y:-73, Max Z:0, Start Speed:25, End Speed:22, Timer:2640
000: ? 2017/07/01 11:25:10, (0x09)U2H.MANEUVER -  Trip end (2), End Reason: Out of Cradle [8], SSN: 105, MSN: 4, Valid GPS Samples:277, Max Y:0, Avg. Voltage On:0, No Motion Timer:180, Distance: 12, Max Voltage:0
000: ? 2017/07/01 12:54:24, (0x09)U2H.MANEUVER -  Trip start (1), Strength:0, SSN: 106, MSN: 1, Max X:0, Max Y:0, Avg. Voltage Off:0, Start Speed:0, Start Reason:UNKNOWN [10], Min Voltage at sleep:0
000: ? 2017/07/01 12:55:23, (0x09)U2H.MANEUVER -  Accelerate into turn (25), Strength:3, SSN: 106, MSN: 2, Max X:41, Max Y:-41, Max Z:0, Start Speed:0, End Speed:33, Timer:7489
000: ? 2017/07/01 12:56:46, (0x09)U2H.MANEUVER -  Sudden brake in turn (50), Strength:3, SSN: 106, MSN: 3, Max X:-22, Max Y:66, Max Z:0, Start Speed:56, End Speed:36, Timer:6840
000: ? 2017/07/01 13:00:21, (0x09)U2H.MANEUVER -  Braking into turn (35), Strength:3, SSN: 106, MSN: 4, Max X:-12, Max Y:36, Max Z:0, Start Speed:92, End Speed:76, Timer:6322
000: ? 2017/07/01 13:02:47, (0x09)U2H.MANEUVER -  Accelerating (21), Strength:3, SSN: 106, MSN: 5, Max X:34, Max Y:-10, Max Z:0, Start Speed:3, End Speed:22, Timer:1761
000: ? 2017/07/01 13:04:06, (0x09)U2H.MANEUVER -  Turning (53), Strength:1, SSN: 106, MSN: 6, Max X:-3, Max Y:20, Max Z:0, Start Speed:83, End Speed:80, Timer:2160
000: ? 2017/07/01 13:04:10, (0x09)U2H.MANEUVER -  Accelerate while exiting turn (69), Strength:1, SSN: 106, MSN: 7, Max X:7, Max Y:22, Max Z:0, Start Speed:80, End Speed:88, Timer:2805
000: ? 2017/07/01 13:06:02, (0x09)U2H.MANEUVER -  Braking (19), Strength:1, SSN: 106, MSN: 8, Max X:-25, Max Y:-2, Max Z:0, Start Speed:92, End Speed:70, Timer:2801
000: ? 2017/07/01 13:06:06, (0x09)U2H.MANEUVER -  Braking (19), Strength:1, SSN: 106, MSN: 9, Max X:-26, Max Y:-3, Max Z:0, Start Speed:70, End Speed:52, Timer:3482
000: ? 2017/07/01 13:06:12, (0x09)U2H.MANEUVER -  Braking (19), Strength:3, SSN: 106, MSN: 10, Max X:-37, Max Y:1, Max Z:0, Start Speed:52, End Speed:19, Timer:5200
000: ? 2017/07/01 13:07:05, (0x09)U2H.MANEUVER -  Turning (55), Strength:3, SSN: 106, MSN: 11, Max X:-2, Max Y:-51, Max Z:0, Start Speed:33, End Speed:31, Timer:3633
000: ? 2017/07/01 13:07:52, (0x09)U2H.MANEUVER -  Braking into turn (35), Strength:3, SSN: 106, MSN: 12, Max X:-25, Max Y:56, Max Z:0, Start Speed:67, End Speed:41, Timer:8543
000: ? 2017/07/01 13:14:07, (0x09)U2H.MANEUVER -  Braking (19), Strength:1, SSN: 106, MSN: 13, Max X:-29, Max Y:0, Max Z:0, Start Speed:83, End Speed:59, Timer:2330
000: ? 2017/07/01 13:14:22, (0x09)U2H.MANEUVER -  Turning (53), Strength:3, SSN: 106, MSN: 14, Max X:1, Max Y:49, Max Z:0, Start Speed:48, End Speed:52, Timer:12079
000: ? 2017/07/01 13:14:25, (0x09)U2H.MANEUVER -  Accelerate while exiting turn (69), Strength:1, SSN: 106, MSN: 15, Max X:9, Max Y:31, Max Z:0, Start Speed:52, End Speed:60, Timer:1680
000: ? 2017/07/01 13:16:06, (0x09)U2H.MANEUVER -  Braking into turn (35), Strength:1, SSN: 106, MSN: 16, Max X:-20, Max Y:11, Max Z:0, Start Speed:46, End Speed:20, Timer:3238
000: ? 2017/07/01 13:17:02, (0x09)U2H.MANEUVER -  Accelerate while in turn (41), Strength:1, SSN: 106, MSN: 17, Max X:21, Max Y:17, Max Z:0, Start Speed:18, End Speed:35, Timer:2232
000: ? 2017/07/01 13:17:48, (0x09)U2H.MANEUVER -  Braking into turn (37), Strength:3, SSN: 106, MSN: 18, Max X:-35, Max Y:-39, Max Z:0, Start Speed:54, End Speed:20, Timer:4599
000: ? 2017/07/01 13:18:37, (0x09)U2H.MANEUVER -  Braking while exiting turn (75), Strength:3, SSN: 106, MSN: 19, Max X:-10, Max Y:38, Max Z:0, Start Speed:25, End Speed:20, Timer:2881
000: ? 2017/07/01 13:22:11, (0x09)U2H.MANEUVER -  Trip end (2), End Reason: Out of Cradle [8], SSN: 106, MSN: 20, Valid GPS Samples:1537, Max Y:0, Avg. Voltage On:0, No Motion Timer:180, Distance: 290, Max Voltage:0
---------------------------------------------------------------------------------------------------------------
---------------------------------------------------------------------------------------------------------------
Report log for 02-07-2017 for Unit ID 705392
---------------------------------------------------------------------------------------------------------------
---------------------------------------------------------------------------------------------------------------
---------------------------------------------------------------------------------------------------------------
Report log for 03-07-2017 for Unit ID 705392
---------------------------------------------------------------------------------------------------------------
000: ? 2017/07/03 14:35:09, (0x09)U2H.MANEUVER -  Trip start (1), Strength:0, SSN: 107, MSN: 1, Max X:0, Max Y:0, Avg. Voltage Off:0, Start Speed:0, Start Reason:UNKNOWN [10], Min Voltage at sleep:0
000: ? 2017/07/03 14:35:20, (0x09)U2H.MANEUVER -  Accelerate into turn (23), Strength:1, SSN: 107, MSN: 2, Max X:23, Max Y:16, Max Z:0, Start Speed:2, End Speed:6, Timer:1102
000: ? 2017/07/03 14:38:27, (0x09)U2H.MANEUVER -  Trip end (2), End Reason: Out of Cradle [8], SSN: 107, MSN: 3, Valid GPS Samples:197, Max Y:0, Avg. Voltage On:0, No Motion Timer:180, Distance: 0, Max Voltage:0
